count,fid.old,fid,month,year,site.num,volume,turb,vvha,pilf,tlh,tdh,trh,temp,sal
268,42,28,7,2014,1,0.001,1,1,0,0,0,0,27,12
269,42,28,7,2014,1,0.0001,0,0,0,0,0,0,27,12
270,42,28,7,2014,1,0.00001,0,0,0,0,0,0,27,12
271,43,29,7,2014,2,1,3,3,3,3,0,0,28,20
272,43,29,7,2014,2,0.1,3,3,3,3,0,0,28,20
273,43,29,7,2014,2,0.01,3,2,1,3,0,0,28,20
274,43,29,7,2014,2,0.001,2,2,2,1,0,0,28,20
275,43,29,7,2014,2,0.0001,1,0,0,2,0,0,28,20
276,43,29,7,2014,2,0.00001,0,0,0,0,0,0,28,20
277,44,30,7,2014,4,1,3,1,0,3,0,0,27,33
278,44,30,7,2014,4,0.1,3,0,0,3,0,0,27,33
279,44,30,7,2014,4,0.01,1,0,0,2,0,0,27,33
280,44,30,7,2014,4,0.001,0,0,0,0,0,0,27,33
281,44,30,7,2014,4,0.0001,0,0,0,0,0,0,27,33
282,44,30,7,2014,4,0.00001,0,0,0,0,0,0,27,33
283,45,31,7,2014,1,1,3,3,3,3,0,0,26,11
284,45,31,7,2014,1,0.1,3,3,2,2,0,0,26,11
285,45,31,7,2014,1,0.01,3,1,0,0,0,0,26,11
286,45,31,7,2014,1,0.001,2,1,0,1,0,0,26,11
287,45,31,7,2014,1,0.0001,0,0,0,0,0,0,26,11
288,45,31,7,2014,1,0.00001,0,0,0,0,0,0,26,11
289,46,32,7,2014,2,1,3,3,2,3,0,0,25,22
290,46,32,7,2014,2,0.1,3,2,0,1,0,0,25,22
291,46,32,7,2014,2,0.01,3,1,0,0,0,0,25,22
292,46,32,7,2014,2,0.001,0,0,0,0,0,0,25,22
293,46,32,7,2014,2,0.0001,0,0,0,0,0,0,25,22
294,46,32,7,2014,2,0.00001,0,0,0,0,0,0,25,22
295,47,33,7,2014,4,1,3,1,0,3,0,0,26,33
296,47,33,7,2014,4,0.1,3,1,0,2,0,0,26,33
297,47,33,7,2014,4,0.01,2,0,0,0,0,0,26,33
298,47,33,7,2014,4,0.001,1,1,0,1,0,0,26,33
299,47,33,7,2014,4,0.0001,0,0,0,0,0,0,26,33
300,47,33,7,2014,4,0.00001,0,0,0,0,0,0,26,33
301,48,34,8,2014,1,1,3,3,3,3,0,0,27,12
302,48,34,8,2014,1,0.1,3,3,3,1,0,0,27,12
303,48,34,8,2014,1,0.01,3,1,1,1,0,0,27,12
304,48,34,8,2014,1,0.001,2,1,1,0,0,0,27,12
305,48,34,8,2014,1,0.0001,0,0,0,0,0,0,27,12
306,48,34,8,2014,1,0.00001,0,0,0,0,0,0,27,12
307,49,35,8,2014,2,1,3,3,3,3,0,1,25,21
308,49,35,8,2014,2,0.1,3,3,3,3,0,0,25,21
309,49,35,8,2014,2,0.01,3,2,1,1,0,0,25,21
310,49,35,8,2014,2,0.001,1,0,0,1,1,0,25,21
311,49,35,8,2014,2,0.0001,0,0,0,0,0,0,25,21
312,49,35,8,2014,2,0.00001,0,0,0,0,0,0,25,21
313,50,36,8,2014,4,1,3,1,0,3,0,0,26,35
314,50,36,8,2014,4,0.1,3,0,0,2,0,0,26,35
315,50,36,8,2014,4,0.01,0,0,0,0,0,0,26,35
316,50,36,8,2014,4,0.001,0,0,0,0,0,0,26,35
317,50,36,8,2014,4,0.0001,0,0,0,0,0,0,26,35
318,50,36,8,2014,4,0.00001,0,0,0,0,0,0,26,35
319,51,37,8,2014,1,1,3,3,3,3,0,0,25,11
320,51,37,8,2014,1,0.1,3,3,3,2,0,0,25,11
321,51,37,8,2014,1,0.01,2,2,0,2,0,0,25,11
322,51,37,8,2014,1,0.001,1,1,1,2,0,0,25,11
323,51,37,8,2014,1,0.0001,0,0,0,0,0,0,25,11
324,51,37,8,2014,1,0.00001,0,0,0,0,0,0,25,11
325,52,38,8,2014,2,1,3,3,3,3,0,1,24,21
326,52,38,8,2014,2,0.1,3,3,0,3,0,0,24,21
327,52,38,8,2014,2,0.01,3,2,1,1,0,0,24,21
328,52,38,8,2014,2,0.001,1,1,0,0,0,0,24,21
329,52,38,8,2014,2,0.0001,0,0,0,0,0,0,24,21
330,52,38,8,2014,2,0.00001,0,0,0,0,0,0,24,21
331,53,39,8,2014,4,1,3,0,0,3,0,0,25,35
332,53,39,8,2014,4,0.1,3,1,0,1,0,0,25,35
333,53,39,8,2014,4,0.01,0,0,0,0,0,0,25,35
334,53,39,8,2014,4,0.001,0,0,0,0,0,0,25,35
335,53,39,8,2014,4,0.0001,0,0,0,0,0,0,25,35
336,53,39,8,2014,4,0.00001,0,0,0,0,0,0,25,35
337,54,40,9,2014,1,1,3,3,3,3,0,0,24,15
338,54,40,9,2014,1,0.1,3,3,3,3,0,0,24,15
339,54,40,9,2014,1,0.01,3,3,3,2,0,0,24,15
340,54,40,9,2014,1,0.001,3,3,1,0,0,0,24,15
341,54,40,9,2014,1,0.0001,2,2,1,1,0,0,24,15
342,54,40,9,2014,1,0.00001,0,0,0,0,0,0,24,15
343,55,41,9,2014,2,1,3,3,3,3,0,0,24,22
344,55,41,9,2014,2,0.1,3,3,3,3,0,0,24,22
345,55,41,9,2014,2,0.01,3,3,1,3,0,0,24,22
346,55,41,9,2014,2,0.001,3,1,1,2,0,0,24,22
347,55,41,9,2014,2,0.0001,1,0,0,1,0,0,24,22
348,55,41,9,2014,2,0.00001,0,0,0,0,0,0,24,22
349,56,42,9,2014,4,1,3,1,0,3,1,0,25,30
350,56,42,9,2014,4,0.1,3,0,0,3,0,0,25,30
351,56,42,9,2014,4,0.01,1,1,0,1,0,0,25,30
352,56,42,9,2014,4,0.001,1,2,1,2,0,0,25,30
353,56,42,9,2014,4,0.0001,0,0,0,0,0,0,25,30
354,56,42,9,2014,4,0.00001,0,0,0,0,0,0,25,30
355,57,43,9,2014,1,1,3,3,3,3,0,0,22,14
356,57,43,9,2014,1,0.1,3,3,3,3,0,0,22,14
357,57,43,9,2014,1,0.01,3,3,3,3,0,0,22,14
358,57,43,9,2014,1,0.001,3,3,1,0,0,0,22,14
359,57,43,9,2014,1,0.0001,1,1,1,3,0,0,22,14
360,57,43,9,2014,1,0.00001,0,0,0,0,0,0,22,14
361,58,44,9,2014,2,1,3,3,3,3,0,0,24,21
362,58,44,9,2014,2,0.1,3,3,1,3,0,0,24,21
363,58,44,9,2014,2,0.01,3,0,0,2,0,0,24,21
364,58,44,9,2014,2,0.001,1,0,0,2,0,0,24,21
365,58,44,9,2014,2,0.0001,0,0,0,0,0,0,24,21
366,58,44,9,2014,2,0.00001,0,0,0,0,0,0,24,21
367,59,45,9,2014,4,1,3,3,3,3,0,0,22,34
368,59,45,9,2014,4,0.1,3,3,1,3,0,0,22,34
369,59,45,9,2014,4,0.01,3,0,0,2,0,0,22,34
370,59,45,9,2014,4,0.001,1,0,0,2,0,0,22,34
371,59,45,9,2014,4,0.0001,0,0,0,0,0,0,22,34
372,59,45,9,2014,4,0.00001,0,0,0,0,0,0,22,34
373,60,46,10,2014,1,1,3,3,3,3,1,1,20,12
374,60,46,10,2014,1,0.1,3,3,3,3,0,1,20,12
375,60,46,10,2014,1,0.01,3,3,3,3,0,1,20,12
376,60,46,10,2014,1,0.001,3,3,3,3,0,0,20,12
377,60,46,10,2014,1,0.0001,3,3,1,2,0,0,20,12
378,60,46,10,2014,1,0.00001,2,1,0,0,0,0,20,12
379,61,47,10,2014,2,1,3,3,2,3,0,1,18,24
380,61,47,10,2014,2,0.1,3,3,0,3,0,0,18,24
381,61,47,10,2014,2,0.01,3,2,1,3,0,0,18,24
382,61,47,10,2014,2,0.001,1,2,1,1,0,0,18,24
383,61,47,10,2014,2,0.0001,0,0,0,0,0,0,18,24
384,61,47,10,2014,2,0.00001,0,0,0,0,0,0,18,24
385,62,48,10,2014,4,1,3,0,0,2,0,0,19,32
386,62,48,10,2014,4,0.1,3,0,0,0,0,0,19,32
387,62,48,10,2014,4,0.01,0,0,0,0,0,0,19,32
388,62,48,10,2014,4,0.001,0,0,0,0,0,0,19,32
389,62,48,10,2014,4,0.0001,0,0,0,0,0,0,19,32
390,62,48,10,2014,4,0.00001,0,0,0,0,0,0,19,32
391,63,49,10,2014,1,1,3,3,2,3,0,1,17,14
392,63,49,10,2014,1,0.1,3,3,0,2,0,0,17,14
393,63,49,10,2014,1,0.01,1,0,0,0,0,0,17,14
394,63,49,10,2014,1,0.001,0,0,0,0,0,0,17,14
395,63,49,10,2014,1,0.0001,0,0,0,0,0,0,17,14
396,63,49,10,2014,1,0.00001,0,0,0,0,0,0,17,14
397,64,50,10,2014,2,1,3,3,2,3,0,0,16,21
398,64,50,10,2014,2,0.1,3,1,1,3,0,0,16,21
399,64,50,10,2014,2,0.01,3,0,0,1,0,0,16,21
400,64,50,10,2014,2,0.001,1,1,0,0,0,0,16,21
401,64,50,10,2014,2,0.0001,0,0,0,0,0,0,16,21
402,64,50,10,2014,2,0.00001,0,0,0,0,0,0,16,21
403,65,51,10,2014,4,1,3,0,0,2,0,0,17,31
404,65,51,10,2014,4,0.1,2,1,0,0,0,0,17,31
405,65,51,10,2014,4,0.01,0,0,0,0,0,0,17,31
406,65,51,10,2014,4,0.001,0,0,0,0,0,0,17,31
407,65,51,10,2014,4,0.0001,0,0,0,0,0,0,17,31
408,65,51,10,2014,4,0.00001,0,0,0,0,0,0,17,31
409,66,52,11,2014,1,1,3,0,0,0,0,0,11,16
410,66,52,11,2014,1,0.1,3,0,0,1,0,0,11,16
411,66,52,11,2014,1,0.01,0,0,0,0,0,0,11,16
412,66,52,11,2014,1,0.001,0,0,0,0,0,0,11,16
413,66,52,11,2014,1,0.0001,0,0,0,0,0,0,11,16
414,66,52,11,2014,1,0.00001,0,0,0,0,0,0,11,16
415,67,53,11,2014,2,1,3,0,0,3,0,0,12,23
416,67,53,11,2014,2,0.1,3,1,0,1,0,0,12,23
417,67,53,11,2014,2,0.01,0,0,0,0,0,0,12,23
418,67,53,11,2014,2,0.001,0,0,0,0,0,0,12,23
419,67,53,11,2014,2,0.0001,0,0,0,0,0,0,12,23
420,67,53,11,2014,2,0.00001,0,0,0,0,0,0,12,23
421,68,54,11,2014,4,1,3,0,0,1,0,0,11,35
422,68,54,11,2014,4,0.1,3,1,1,1,0,0,11,35
423,68,54,11,2014,4,0.01,0,0,0,0,0,0,11,35
424,68,54,11,2014,4,0.001,0,0,0,0,0,0,11,35
425,68,54,11,2014,4,0.0001,0,0,0,0,0,0,11,35
426,68,54,11,2014,4,0.00001,0,0,0,0,0,0,11,35
427,69,55,11,2014,1,1,3,0,0,1,0,0,9,16
428,69,55,11,2014,1,0.1,3,0,0,0,0,0,9,16
429,69,55,11,2014,1,0.01,0,0,0,0,0,0,9,16
430,69,55,11,2014,1,0.001,0,0,0,0,0,0,9,16
431,69,55,11,2014,1,0.0001,0,0,0,0,0,0,9,16
432,69,55,11,2014,1,0.00001,0,0,0,0,0,0,9,16
433,70,56,11,2014,2,1,3,0,0,3,0,0,11,24
434,70,56,11,2014,2,0.1,3,0,0,1,0,0,11,24
435,70,56,11,2014,2,0.01,0,0,0,0,0,0,11,24
436,70,56,11,2014,2,0.001,0,0,0,0,0,0,11,24
437,70,56,11,2014,2,0.0001,0,0,0,0,0,0,11,24
438,70,56,11,2014,2,0.00001,0,0,0,0,0,0,11,24
439,71,57,11,2014,4,1,3,0,0,1,0,0,11,35
440,71,57,11,2014,4,0.1,0,0,0,0,0,0,11,35
441,71,57,11,2014,4,0.01,0,0,0,0,0,0,11,35
442,71,57,11,2014,4,0.001,0,0,0,0,0,0,11,35
443,71,57,11,2014,4,0.0001,0,0,0,0,0,0,11,35
444,71,57,11,2014,4,0.00001,0,0,0,0,0,0,11,35
